term_str,max_pos,dfidf
sanctions,NNS,98.8204388833587
lapse,NN,98.8204388833587
abolish,NN,98.8204388833587
produced,VBN,98.8204388833587
symbols,NNS,98.8204388833587
rejection,NN,98.8204388833587
enforced,VBN,98.8204388833587
successor,NN,98.8204388833587
succession,NN,98.8204388833587
managed,VBN,98.8204388833587
cooperate,NN,98.8204388833587
percent,NN,98.8204388833587
enterprises,NNS,98.70427813331395
reserved,VBN,98.70427813331395
original,JJ,98.70427813331395
void,NN,98.70427813331395
entrusted,VBN,98.70427813331395
stated,VBN,98.70427813331395
december,NN,98.70427813331395
termination,NN,98.70427813331395
home,NN,98.70427813331395
immunity,NN,98.70427813331395
structure,NN,98.70427813331395
complete,JJ,98.70427813331395
connection,NN,98.70427813331395
down,RB,98.70427813331395
suffrage,NN,98.70427813331395
chairman,NN,98.70427813331395
serious,JJ,98.70427813331395
electing,VBG,98.3849005946034
branches,NNS,98.3849005946034
emoluments,NNS,98.3849005946034
commenced,NNS,98.3849005946034
loyalty,NN,98.3849005946034
calendar,NN,98.3849005946034
inspect,NN,98.3849005946034
took,VBD,98.3849005946034
occurred,VBD,98.3849005946034
contributions,NNS,98.3849005946034
selection,NN,98.3849005946034
small,JJ,98.3849005946034
communicated,VBN,98.3849005946034
strictly,RB,98.3849005946034
acceptance,NN,98.3849005946034
monitoring,NN,98.3849005946034
transparency,NN,98.3849005946034
drawn,NN,98.3849005946034
honour,NN,98.3849005946034
denied,VBD,98.3849005946034
retire,NN,98.3849005946034
disabled,JJ,98.3849005946034
officio,NN,98.3849005946034
task,NN,98.3849005946034
associate,NN,98.3849005946034
length,NN,98.3849005946034
forward,RB,98.3849005946034
conducts,NNS,98.3849005946034
govern,NN,98.3849005946034
met,NN,98.3849005946034
interfere,RB,98.3849005946034
containing,VBG,98.3849005946034
accountability,NN,98.3849005946034
incapable,JJ,98.3849005946034
possesses,NNS,98.3849005946034
accredited,VBN,98.3849005946034
restrict,NN,98.3849005946034
recourse,NN,98.3849005946034
